pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist
Kepler-603 c,Kepler-603,Transit,2016,127.9076,6.5,nan,nan,5808.0,1539.63
Kepler-603 d,Kepler-603,Transit,2016,6.2171,1.32,nan,nan,5808.0,1539.63
Kepler-604 b,Kepler-604,Transit,2016,25.855,2.59,nan,nan,5890.0,1026.49
Kepler-605 b,Kepler-605,Transit,2016,3.3835,1.44,nan,nan,5462.0,556.58
Kepler-605 c,Kepler-605,Transit,2016,2.359,0.86,nan,nan,5462.0,556.58
Kepler-606 b,Kepler-606,Transit,2016,24.3158,3.31,nan,nan,6161.0,1215.11
Kepler-607 b,Kepler-607,Transit,2016,0.6382,0.87,nan,nan,5196.0,519.122
Kepler-608 b,Kepler-608,Transit,2016,6.4125,3.64,nan,nan,5820.0,946.683
Kepler-609 b,Kepler-609,Transit,2016,6.5212,3.35,nan,nan,5971.0,1065.82
Kepler-610 b,Kepler-610,Transit,2016,6.9969,4.19,nan,nan,5943.0,845.824
Kepler-610 c,Kepler-610,Transit,2016,151.8639,3.3,nan,nan,5943.0,845.824
Kepler-611 b,Kepler-611,Transit,2016,2.437,1.65,nan,nan,5761.0,1395.56
Kepler-612 b,Kepler-612,Transit,2016,3.7222,2.84,nan,nan,5693.0,1445.53
Kepler-613 b,Kepler-613,Transit,2016,15.7798,2.29,nan,nan,5723.0,861.494
Kepler-614 b,Kepler-614,Transit,2016,14.0349,2.39,nan,nan,5268.0,527.995
Kepler-615 b,Kepler-615,Transit,2016,10.3558,1.74,nan,nan,4655.0,nan
Kepler-616 b,Kepler-616,Transit,2016,9.9976,2.43,nan,nan,5753.0,945.775
Kepler-616 c,Kepler-616,Transit,2016,90.4114,3.41,nan,nan,5753.0,945.775
Kepler-617 b,Kepler-617,Transit,2016,1.6827,1.32,nan,nan,3712.0,173.354
Kepler-618 b,Kepler-618,Transit,2016,3.5958,2.6,nan,nan,5860.0,1221.96
Kepler-619 b,Kepler-619,Transit,2016,5.4043,3.16,nan,nan,5980.0,900.678
Kepler-619 c,Kepler-619,Transit,2016,1.2085,1.69,nan,nan,5980.0,900.678
Kepler-620 b,Kepler-620,Transit,2016,12.9138,3.32,nan,nan,6155.0,1355.28
Kepler-621 b,Kepler-621,Transit,2016,2.6281,2.3,nan,nan,4521.0,nan
Kepler-622 b,Kepler-622,Transit,2016,14.2823,2.13,nan,nan,4201.0,284.761
Kepler-623 b,Kepler-623,Transit,2016,9.071,3.01,nan,nan,5443.0,737.702
Kepler-624 b,Kepler-624,Transit,2016,14.5865,2.31,nan,nan,6117.0,748.188
Kepler-625 b,Kepler-625,Transit,2016,7.7519,1.99,nan,nan,5789.0,760.708
Kepler-625 c,Kepler-625,Transit,2016,4.1654,1.05,nan,nan,5789.0,760.708
Kepler-626 b,Kepler-626,Transit,2016,14.4859,2.29,nan,nan,5813.0,635.643
Kepler-627 b,Kepler-627,Transit,2016,40.6994,3.73,nan,nan,6424.0,984.307
Kepler-629 b,Kepler-629,Transit,2016,7.2386,1.38,nan,nan,5444.0,372.05
Kepler-630 b,Kepler-630,Transit,2016,161.4744,3.18,nan,nan,5829.0,839.784
Kepler-631 b,Kepler-631,Transit,2016,17.9798,2.9,nan,nan,6185.0,761.966
Kepler-632 b,Kepler-632,Transit,2016,30.9966,2.21,nan,nan,5322.0,nan
Kepler-633 b,Kepler-633,Transit,2016,8.5034,1.63,nan,nan,5899.0,680.54
Kepler-634 b,Kepler-634,Transit,2016,5.1695,1.89,nan,nan,6075.0,888.027
Kepler-635 b,Kepler-635,Transit,2016,23.4497,2.64,nan,nan,6174.0,1141.08
Kepler-636 b,Kepler-636,Transit,2016,16.0807,4.45,nan,nan,5203.0,310.301
Kepler-637 b,Kepler-637,Transit,2016,23.2058,4.75,nan,nan,6096.0,786.091
Kepler-638 b,Kepler-638,Transit,2016,6.0797,1.83,nan,nan,5382.0,991.214
Kepler-639 b,Kepler-639,Transit,2016,10.2142,2.38,nan,nan,5896.0,850.242
Kepler-640 b,Kepler-640,Transit,2016,22.2481,2.56,nan,nan,5653.0,557.787
Kepler-641 b,Kepler-641,Transit,2016,9.4896,1.85,nan,nan,5713.0,969.918
Kepler-642 b,Kepler-642,Transit,2016,4.4175,2.9,nan,nan,6570.0,781.582
Kepler-643 b,Kepler-643,Transit,2016,16.3389,10.16,nan,nan,4908.0,1063.58
Kepler-644 b,Kepler-644,Transit,2016,3.1739,3.15,nan,nan,6747.0,1318.05
Kepler-645 b,Kepler-645,Transit,2016,3.2758,2.1,nan,nan,6170.0,1173.57
Kepler-646 b,Kepler-646,Transit,2016,15.8736,1.99,nan,nan,5634.0,451.794
Kepler-647 b,Kepler-647,Transit,2016,16.2255,1.17,nan,nan,6020.0,1087.87
Kepler-648 b,Kepler-648,Transit,2016,17.4212,3.22,nan,nan,5741.0,636.03
Kepler-649 b,Kepler-649,Transit,2016,29.9072,2.26,nan,nan,5871.0,513.748
Kepler-650 b,Kepler-650,Transit,2016,3.0321,2.96,nan,nan,5849.0,884.378
Kepler-651 b,Kepler-651,Transit,2016,21.3852,2.37,nan,nan,5522.0,509.408
Kepler-652 b,Kepler-652,Transit,2016,4.182,2.49,nan,nan,5490.0,394.55
Kepler-653 b,Kepler-653,Transit,2016,14.7075,1.95,nan,nan,5665.0,595.634
Kepler-653 c,Kepler-653,Transit,2016,0.9004,0.78,nan,nan,5665.0,595.634
Kepler-654 b,Kepler-654,Transit,2016,13.7247,2.07,nan,nan,5865.0,974.124
Kepler-655 b,Kepler-655,Transit,2016,46.4063,2.71,nan,nan,6170.0,752.562
Kepler-656 b,Kepler-656,Transit,2016,1.2603,3.12,nan,nan,5281.0,890.352
Kepler-657 b,Kepler-657,Transit,2016,24.5435,3.52,nan,nan,5808.0,1691.88
Kepler-658 b,Kepler-658,Transit,2016,1.2871,1.63,nan,nan,4103.0,388.384
Kepler-659 b,Kepler-659,Transit,2016,17.6718,2.5,nan,nan,4870.0,722.64
Kepler-660 b,Kepler-660,Transit,2016,9.2736,2.57,nan,nan,4779.0,568.431
Kepler-661 b,Kepler-661,Transit,2016,6.0293,3.07,nan,nan,4483.0,534.788
Kepler-662 b,Kepler-662,Transit,2016,21.677,2.18,nan,nan,4897.0,815.637
Kepler-663 b,Kepler-663,Transit,2016,4.9968,2.6,nan,nan,5264.0,1063.09
Kepler-664 b,Kepler-664,Transit,2016,2.5256,2.66,nan,nan,5754.0,1210.12
Kepler-665 b,Kepler-665,Transit,2016,16.0131,2.6,nan,nan,4913.0,612.838
Kepler-666 b,Kepler-666,Transit,2016,4.4988,2.4,nan,nan,5887.0,1508.71
Kepler-667 b,Kepler-667,Transit,2016,41.4396,4.73,nan,nan,5327.0,2302.45
Kepler-668 b,Kepler-668,Transit,2016,8.3539,2.7,nan,nan,5352.0,784.618
Kepler-669 b,Kepler-669,Transit,2016,4.1255,4.83,nan,nan,6038.0,2063.41
Kepler-670 b,Kepler-670,Transit,2016,2.8165,13.18,nan,nan,5709.0,939.744
Kepler-671 b,Kepler-671,Transit,2016,4.281,2.69,nan,nan,5624.0,1168.26
Kepler-672 b,Kepler-672,Transit,2016,38.3775,2.5,nan,nan,5627.0,1033.93
Kepler-673 b,Kepler-673,Transit,2016,3.7287,6.54,nan,nan,5355.0,918.21
Kepler-674 b,Kepler-674,Transit,2016,2.2434,1.69,nan,nan,4192.0,342.254
Kepler-675 b,Kepler-675,Transit,2016,2.3374,2.44,nan,nan,4945.0,665.68
Kepler-676 b,Kepler-676,Transit,2016,11.5982,3.04,nan,nan,3701.0,295.196
Kepler-677 b,Kepler-677,Transit,2016,6.5753,5.38,nan,nan,5723.0,1954.08
Kepler-678 b,Kepler-678,Transit,2016,7.275,5.14,nan,nan,5520.0,1826.15
Kepler-679 b,Kepler-679,Transit,2016,12.3936,3.01,nan,nan,5403.0,922.244
Kepler-680 b,Kepler-680,Transit,2016,3.6899,2.42,nan,nan,5890.0,1492.48
Kepler-681 b,Kepler-681,Transit,2016,26.3944,3.08,nan,nan,5021.0,686.923
Kepler-682 b,Kepler-682,Transit,2016,12.6119,7.37,nan,nan,5559.0,1979.25
Kepler-683 b,Kepler-683,Transit,2016,2.5392,1.97,nan,nan,5703.0,1023.07
Kepler-684 b,Kepler-684,Transit,2016,6.7703,3.36,nan,nan,5493.0,1731.27
Kepler-685 b,Kepler-685,Transit,2016,1.6255,10.58,nan,nan,5963.0,938.715
Kepler-686 b,Kepler-686,Transit,2016,1.5947,12.15,nan,nan,5649.0,1490.94
Kepler-687 b,Kepler-687,Transit,2016,20.5059,3.52,nan,nan,4841.0,633.66
Kepler-688 b,Kepler-688,Transit,2016,3.8959,9.76,nan,nan,5715.0,1357.75
Kepler-689 b,Kepler-689,Transit,2016,22.3666,2.89,nan,nan,5518.0,1131.73
Kepler-690 b,Kepler-690,Transit,2016,7.7481,5.95,nan,nan,5913.0,1665.31
Kepler-691 b,Kepler-691,Transit,2016,8.1144,2.09,nan,nan,3715.0,279.115
Kepler-692 b,Kepler-692,Transit,2016,21.8129,3.11,nan,nan,5440.0,991.336
Kepler-693 b,Kepler-693,Transit,2016,15.3756,10.18,nan,nan,4881.0,1151.51
Kepler-694 b,Kepler-694,Transit,2016,6.3658,2.8,nan,nan,5700.0,1023.06
Kepler-695 b,Kepler-695,Transit,2016,3.0403,9.21,nan,nan,5181.0,842.947
Kepler-696 b,Kepler-696,Transit,2016,4.1904,6.14,nan,nan,5903.0,1416.44
Kepler-697 b,Kepler-697,Transit,2016,3.7099,4.13,nan,nan,5513.0,1277.33
Kepler-698 b,Kepler-698,Transit,2016,16.3298,3.68,nan,nan,5612.0,1995.57
Kepler-700 b,Kepler-700,Transit,2016,80.8721,5.99,nan,nan,5692.0,1491.76
Kepler-701 b,Kepler-701,Transit,2016,10.3553,2.84,nan,nan,5343.0,774.152
Kepler-702 b,Kepler-702,Transit,2016,10.5263,9.17,nan,nan,5419.0,992.071
Kepler-703 b,Kepler-703,Transit,2016,4.5835,8.2,nan,nan,6185.0,1156.83
Kepler-704 b,Kepler-704,Transit,2016,3.7618,2.61,nan,nan,5616.0,1228.83
Kepler-705 b,Kepler-705,Transit,2016,56.0561,2.11,nan,nan,3722.0,276.881
Kepler-707 b,Kepler-707,Transit,2016,2.2375,1.33,nan,nan,5099.0,591.776
Kepler-708 b,Kepler-708,Transit,2016,3.1679,2.93,nan,nan,5692.0,1394.22
Kepler-709 b,Kepler-709,Transit,2016,16.0852,2.92,nan,nan,5071.0,664.843
Kepler-710 b,Kepler-710,Transit,2016,4.3473,1.88,nan,nan,5611.0,1448.34
Kepler-711 b,Kepler-711,Transit,2016,23.5891,3.41,nan,nan,5222.0,624.575
Kepler-712 b,Kepler-712,Transit,2016,21.0225,3.41,nan,nan,5148.0,872.493
Kepler-712 c,Kepler-712,Transit,2016,226.8905,4.85,nan,nan,5148.0,872.493
Kepler-713 b,Kepler-713,Transit,2016,7.4111,2.48,nan,nan,5785.0,1089.87
Kepler-714 b,Kepler-714,Transit,2016,8.0989,9.67,nan,nan,5995.0,2083.37
Kepler-715 b,Kepler-715,Transit,2016,10.0065,3.75,nan,nan,5871.0,1327.44
Kepler-716 b,Kepler-716,Transit,2016,10.3717,2.9,nan,nan,5099.0,635.009
Kepler-717 b,Kepler-717,Transit,2016,4.4084,2.42,nan,nan,5485.0,2805.48
Kepler-718 b,Kepler-718,Transit,2016,2.0523,16.56,nan,nan,6191.0,1302.33
Kepler-719 b,Kepler-719,Transit,2016,5.0073,8.52,nan,nan,5777.0,2497.51
Kepler-720 b,Kepler-720,Transit,2016,4.7083,8.41,nan,nan,5618.0,1065.37
Kepler-721 b,Kepler-721,Transit,2016,5.392,2.64,nan,nan,5075.0,926.598
Kepler-722 b,Kepler-722,Transit,2016,4.0936,2.63,nan,nan,5863.0,1239.5
Kepler-722 c,Kepler-722,Transit,2016,105.1447,2.82,nan,nan,5863.0,1239.5
Kepler-723 b,Kepler-723,Transit,2016,4.0823,12.19,nan,nan,5539.0,1071.8
Kepler-724 b,Kepler-724,Transit,2016,3.3149,3.29,nan,nan,5437.0,853.119
Kepler-725 b,Kepler-725,Transit,2016,39.6437,10.8,nan,514.0,5395.0,758.469
Kepler-726 b,Kepler-726,Transit,2016,21.8045,3.26,nan,nan,5452.0,762.081
Kepler-727 b,Kepler-727,Transit,2016,5.1545,2.53,nan,nan,5441.0,831.842
Kepler-728 b,Kepler-728,Transit,2016,5.7435,3.34,nan,nan,5660.0,1765.23
Kepler-729 b,Kepler-729,Transit,2016,3.1664,3.58,nan,nan,5633.0,1921.15
Kepler-730 b,Kepler-730,Transit,2016,6.4917,12.33,nan,1219.0,5620.0,1935.04
Kepler-731 b,Kepler-731,Transit,2016,3.8556,13.88,nan,nan,5849.0,1257.16
Kepler-732 b,Kepler-732,Transit,2016,9.4678,2.18,nan,nan,3631.0,174.826
Kepler-732 c,Kepler-732,Transit,2016,0.893,1.27,nan,nan,3631.0,174.826
Kepler-733 b,Kepler-733,Transit,2016,20.8342,2.82,nan,nan,5418.0,916.706
Kepler-734 b,Kepler-734,Transit,2016,6.1049,3.56,nan,nan,5326.0,1157.21
Kepler-735 b,Kepler-735,Transit,2016,11.5152,2.95,nan,nan,5107.0,695.059
Kepler-736 b,Kepler-736,Transit,2016,3.6015,2.93,nan,nan,5217.0,1005.43
Kepler-737 b,Kepler-737,Transit,2016,28.5992,1.96,nan,nan,3813.0,205.118
Kepler-738 b,Kepler-738,Transit,2016,24.5872,2.5,nan,nan,5327.0,1113.65
Kepler-739 b,Kepler-739,Transit,2016,12.5325,3.32,nan,nan,5601.0,1370.65
Kepler-740 b,Kepler-740,Transit,2016,3.5841,4.57,nan,nan,5438.0,1442.02
Kepler-741 b,Kepler-741,Transit,2016,7.039,2.97,nan,nan,6129.0,1661.87
Kepler-742 b,Kepler-742,Transit,2016,8.3609,3.24,nan,nan,4642.0,489.253
Kepler-743 b,Kepler-743,Transit,2016,3.1793,1.21,nan,nan,5486.0,278.987
Kepler-744 b,Kepler-744,Transit,2016,12.0622,1.62,nan,nan,5594.0,449.964
Kepler-745 b,Kepler-745,Transit,2016,9.9314,2.16,nan,nan,5849.0,1780.38
Kepler-746 b,Kepler-746,Transit,2016,3.4816,1.11,nan,nan,5418.0,nan
Kepler-747 b,Kepler-747,Transit,2016,35.6176,5.27,nan,nan,5096.0,3347.16
Kepler-748 b,Kepler-748,Transit,2016,7.4074,2.52,nan,nan,5934.0,1705.99
Kepler-749 b,Kepler-749,Transit,2016,17.3172,3.1,nan,nan,5009.0,721.027
Kepler-750 b,Kepler-750,Transit,2016,9.4289,3.07,nan,nan,6160.0,1296.02
Kepler-750 c,Kepler-750,Transit,2016,4.089,1.62,nan,nan,6160.0,1296.02
Kepler-751 b,Kepler-751,Transit,2016,17.4449,2.46,nan,nan,5387.0,760.43
Kepler-752 b,Kepler-752,Transit,2016,18.8275,2.81,nan,nan,5373.0,1232.29
Kepler-753 b,Kepler-753,Transit,2016,5.7477,1.91,nan,nan,4346.0,274.767
Kepler-754 b,Kepler-754,Transit,2016,14.5596,2.01,nan,nan,5935.0,1770.27
Kepler-755 b,Kepler-755,Transit,2016,1.2691,1.76,nan,nan,5043.0,399.034
Kepler-755 c,Kepler-755,Transit,2016,2.8531,1.26,nan,nan,5043.0,399.034
Kepler-756 b,Kepler-756,Transit,2016,1.2249,1.12,nan,nan,5282.0,nan
Kepler-757 b,Kepler-757,Transit,2016,1.0227,1.36,nan,nan,6014.0,1068.68
Kepler-758 b,Kepler-758,Transit,2016,12.1097,2.48,nan,nan,6228.0,1502.32
Kepler-758 c,Kepler-758,Transit,2016,4.7579,1.69,nan,nan,6228.0,1502.32
Kepler-758 d,Kepler-758,Transit,2016,20.4966,2.12,nan,nan,6228.0,1502.32
Kepler-758 e,Kepler-758,Transit,2016,8.1935,1.53,nan,nan,6228.0,1502.32
Kepler-759 b,Kepler-759,Transit,2016,41.806,2.27,nan,nan,5860.0,1073.48
Kepler-760 b,Kepler-760,Transit,2016,8.7042,3.06,nan,nan,5322.0,792.336
Kepler-760 c,Kepler-760,Transit,2016,2.467,1.48,nan,nan,5322.0,792.336
Kepler-761 b,Kepler-761,Transit,2016,10.128,2.03,nan,nan,5706.0,830.707
Kepler-762 b,Kepler-762,Transit,2016,3.7706,12.68,nan,nan,5944.0,1898.26
Kepler-763 b,Kepler-763,Transit,2016,1.1966,1.22,nan,nan,5166.0,962.459
Kepler-764 b,Kepler-764,Transit,2016,7.3368,1.64,nan,nan,5557.0,1047.84
Kepler-765 b,Kepler-765,Transit,2016,27.6655,2.43,nan,nan,5901.0,1076.28
Kepler-766 b,Kepler-766,Transit,2016,6.1003,3.39,nan,nan,5992.0,2297.62
Kepler-767 b,Kepler-767,Transit,2016,161.528,6.64,nan,nan,5694.0,2251.03
Kepler-768 b,Kepler-768,Transit,2016,11.391,1.79,nan,nan,5108.0,784.56
Kepler-769 b,Kepler-769,Transit,2016,7.4261,2.92,nan,nan,6186.0,1169.57
Kepler-769 c,Kepler-769,Transit,2016,15.987,1.79,nan,nan,6186.0,1169.57
Kepler-770 b,Kepler-770,Transit,2016,18.9254,2.3,nan,nan,5598.0,930.457
Kepler-770 c,Kepler-770,Transit,2016,1.4753,1.2,nan,nan,5598.0,930.457
Kepler-770 d,Kepler-770,Transit,2016,4.1524,1.4,nan,nan,5598.0,930.457
Kepler-771 b,Kepler-771,Transit,2016,8.7349,1.82,nan,nan,5906.0,1393.85
Kepler-772 b,Kepler-772,Transit,2016,12.9921,1.82,nan,nan,5714.0,1130.21
Kepler-773 b,Kepler-773,Transit,2016,3.7491,1.43,nan,nan,5850.0,547.026
Kepler-774 b,Kepler-774,Transit,2016,11.0896,3.17,nan,nan,6403.0,917.804
Kepler-775 b,Kepler-775,Transit,2016,0.9749,1.19,nan,nan,5468.0,398.676
Kepler-776 b,Kepler-776,Transit,2016,4.8972,1.28,nan,nan,5071.0,727.904
Kepler-777 b,Kepler-777,Transit,2016,5.7281,1.47,nan,nan,4043.0,443.106
Kepler-778 b,Kepler-778,Transit,2016,3.7557,1.68,nan,nan,5102.0,938.168
Kepler-779 b,Kepler-779,Transit,2016,7.0971,0.92,nan,nan,3804.0,283.155
Kepler-780 b,Kepler-780,Transit,2016,0.6774,0.89,nan,nan,5769.0,557.652
Kepler-781 b,Kepler-781,Transit,2016,13.2141,2.89,nan,nan,5162.0,1064.47
Kepler-782 b,Kepler-782,Transit,2016,158.6853,3.21,nan,nan,5867.0,446.844
Kepler-783 b,Kepler-783,Transit,2016,4.2926,0.78,nan,nan,5521.0,516.09
Kepler-784 b,Kepler-784,Transit,2016,31.5923,1.58,nan,nan,5674.0,1303.72
Kepler-785 b,Kepler-785,Transit,2016,1.9738,13.02,nan,nan,4739.0,642.051
Kepler-786 b,Kepler-786,Transit,2016,53.5293,2.43,nan,nan,4838.0,485.318
Kepler-787 b,Kepler-787,Transit,2016,0.9283,1.28,nan,nan,4248.0,503.568
Kepler-788 b,Kepler-788,Transit,2016,8.3985,2.55,nan,nan,6159.0,1775.8
Kepler-789 b,Kepler-789,Transit,2016,8.6385,2.12,nan,nan,5870.0,1480.16
Kepler-790 b,Kepler-790,Transit,2016,13.7347,2.18,nan,nan,5208.0,703.168
Kepler-791 b,Kepler-791,Transit,2016,14.554,3.05,nan,nan,6383.0,1266.34
Kepler-792 b,Kepler-792,Transit,2016,11.3012,1.96,nan,nan,5971.0,1425.47
Kepler-793 b,Kepler-793,Transit,2016,4.2415,1.37,nan,nan,5745.0,985.699
Kepler-794 b,Kepler-794,Transit,2016,11.1313,2.11,nan,nan,5839.0,931.192
Kepler-795 b,Kepler-795,Transit,2016,29.6193,1.68,nan,nan,5631.0,492.122
Kepler-796 b,Kepler-796,Transit,2016,6.4009,1.3,nan,nan,5475.0,817.584
Kepler-797 b,Kepler-797,Transit,2016,27.0724,2.17,nan,nan,5680.0,1315.26
Kepler-798 b,Kepler-798,Transit,2016,13.7193,2.39,nan,nan,6224.0,972.274
Kepler-799 b,Kepler-799,Transit,2016,133.4605,6.88,nan,nan,5681.0,nan
Kepler-80 f,Kepler-80,Transit,2016,0.9868,1.21,nan,nan,4540.0,369.451
Kepler-800 b,Kepler-800,Transit,2016,14.1318,2.85,nan,nan,5315.0,1019.26
Kepler-801 b,Kepler-801,Transit,2016,11.4193,2.0,nan,nan,4435.0,440.426
Kepler-802 b,Kepler-802,Transit,2016,40.0587,3.54,nan,nan,5507.0,780.585
Kepler-803 b,Kepler-803,Transit,2016,50.2864,3.79,nan,nan,5919.0,639.771
Kepler-804 b,Kepler-804,Transit,2016,14.3746,1.94,nan,nan,5817.0,649.65
Kepler-804 c,Kepler-804,Transit,2016,9.6519,1.14,nan,nan,5817.0,649.65
Kepler-805 b,Kepler-805,Transit,2016,30.8639,2.89,nan,nan,6112.0,638.49
Kepler-806 b,Kepler-806,Transit,2016,8.0922,1.14,nan,nan,5770.0,361.896
Kepler-808 b,Kepler-808,Transit,2016,0.6313,1.46,nan,nan,4653.0,nan
Kepler-809 b,Kepler-809,Transit,2016,55.6393,3.01,nan,nan,5734.0,961.405
Kepler-810 b,Kepler-810,Transit,2016,4.5973,1.93,nan,nan,5803.0,1458.59
Kepler-811 b,Kepler-811,Transit,2016,23.5845,2.7,nan,nan,5747.0,985.041
Kepler-812 b,Kepler-812,Transit,2016,10.1172,3.55,nan,nan,6761.0,1482.74
Kepler-813 b,Kepler-813,Transit,2016,19.1295,2.14,nan,nan,5743.0,nan
Kepler-814 b,Kepler-814,Transit,2016,6.147,2.12,nan,nan,6162.0,2055.77
Kepler-815 b,Kepler-815,Transit,2016,8.575,4.11,nan,nan,5028.0,1259.28
Kepler-816 b,Kepler-816,Transit,2016,10.5068,10.24,nan,nan,5286.0,983.697
Kepler-817 b,Kepler-817,Transit,2016,3.9901,9.03,nan,nan,5861.0,1484.46
Kepler-818 b,Kepler-818,Transit,2016,10.0354,5.11,nan,nan,5638.0,925.037
Kepler-819 b,Kepler-819,Transit,2016,33.1996,2.76,nan,nan,5279.0,664.306
Kepler-820 b,Kepler-820,Transit,2016,127.8338,6.09,nan,nan,6260.0,1387.2
Kepler-821 b,Kepler-821,Transit,2016,1.9228,1.31,nan,nan,5191.0,614.571
Kepler-822 b,Kepler-822,Transit,2016,3.223,1.77,nan,nan,5928.0,860.391
Kepler-823 b,Kepler-823,Transit,2016,4.1681,1.57,nan,nan,5643.0,1389.27
Kepler-824 b,Kepler-824,Transit,2016,4.5144,1.87,nan,nan,6035.0,1201.4
Kepler-825 b,Kepler-825,Transit,2016,3.7736,1.53,nan,nan,5976.0,807.85
Kepler-825 c,Kepler-825,Transit,2016,8.1818,1.84,nan,nan,5976.0,807.85
Kepler-826 b,Kepler-826,Transit,2016,4.4876,1.25,nan,nan,6079.0,779.596
Kepler-827 b,Kepler-827,Transit,2016,51.9293,5.63,nan,nan,5602.0,2046.68
Kepler-828 b,Kepler-828,Transit,2016,0.5679,1.51,nan,nan,5039.0,575.322
Kepler-829 b,Kepler-829,Transit,2016,6.8834,2.11,nan,nan,5698.0,1073.76
Kepler-830 b,Kepler-830,Transit,2016,11.297,1.7,nan,nan,6037.0,nan
Kepler-831 b,Kepler-831,Transit,2016,5.6215,1.27,nan,nan,5732.0,593.54
Kepler-832 b,Kepler-832,Transit,2016,7.1397,2.06,nan,nan,5596.0,1688.12
Kepler-833 b,Kepler-833,Transit,2016,18.7547,2.02,nan,nan,4339.0,467.37
Kepler-834 b,Kepler-834,Transit,2016,13.3239,2.02,nan,nan,4554.0,633.937
Kepler-835 b,Kepler-835,Transit,2016,11.4191,2.79,nan,nan,5954.0,2406.33
Kepler-836 b,Kepler-836,Transit,2016,11.3611,2.73,nan,nan,5895.0,980.035
Kepler-837 b,Kepler-837,Transit,2016,16.5606,2.56,nan,nan,5403.0,901.907
Kepler-838 b,Kepler-838,Transit,2016,15.7496,2.73,nan,nan,5770.0,1104.04
Kepler-839 b,Kepler-839,Transit,2016,37.8145,2.57,nan,nan,6058.0,944.561
Kepler-841 b,Kepler-841,Transit,2016,124.4198,5.23,nan,nan,5324.0,998.961
Kepler-842 b,Kepler-842,Transit,2016,1.2196,1.6,nan,nan,4848.0,532.726
Kepler-843 b,Kepler-843,Transit,2016,2.0539,2.59,nan,nan,5830.0,1165.66
Kepler-844 b,Kepler-844,Transit,2016,2.613,1.68,nan,nan,4128.0,431.776
Kepler-845 b,Kepler-845,Transit,2016,0.9279,2.04,nan,nan,4913.0,431.051
Kepler-846 b,Kepler-846,Transit,2016,19.8079,2.48,nan,nan,5579.0,1127.12
Kepler-847 b,Kepler-847,Transit,2016,2.3432,1.18,nan,nan,4940.0,513.103
Kepler-848 b,Kepler-848,Transit,2016,6.9113,1.7,nan,nan,5695.0,1378.47
Kepler-849 b,Kepler-849,Transit,2016,394.6251,8.082,298.759,362.7,5950.0,822.134
Kepler-850 b,Kepler-850,Transit,2016,7.193,1.78,nan,nan,5932.0,1661.28
Kepler-851 b,Kepler-851,Transit,2016,8.507,1.68,nan,nan,5455.0,839.255
Kepler-852 b,Kepler-852,Transit,2016,44.931,2.54,nan,nan,6100.0,1619.03
Kepler-853 b,Kepler-853,Transit,2016,7.1689,1.69,nan,nan,6350.0,568.676
Kepler-855 b,Kepler-855,Transit,2016,7.8866,8.35,nan,nan,5835.0,1506.58
Kepler-856 b,Kepler-856,Transit,2016,8.0277,9.3,nan,nan,5535.0,1351.17
Kepler-857 b,Kepler-857,Transit,2016,85.3513,6.8,nan,nan,5773.0,983.502
Kepler-858 b,Kepler-858,Transit,2016,76.136,4.87,nan,nan,5653.0,298.532
Kepler-859 b,Kepler-859,Transit,2016,20.3818,3.09,nan,nan,5020.0,839.903
Kepler-860 b,Kepler-860,Transit,2016,5.1014,3.24,nan,nan,5836.0,1056.36
Kepler-861 b,Kepler-861,Transit,2016,3.9496,2.28,nan,nan,5047.0,850.327
Kepler-862 b,Kepler-862,Transit,2016,3.1487,2.21,nan,nan,5333.0,1039.03
Kepler-863 b,Kepler-863,Transit,2016,15.5946,2.9,nan,nan,5678.0,1499.66
Kepler-864 b,Kepler-864,Transit,2016,5.8338,2.4,nan,nan,5754.0,2022.9
Kepler-865 b,Kepler-865,Transit,2016,14.164,2.49,nan,nan,5570.0,586.137
Kepler-866 b,Kepler-866,Transit,2016,2.617,1.63,nan,nan,4751.0,646.667
Kepler-867 b,Kepler-867,Transit,2016,150.2421,4.64,nan,nan,5541.0,1195.54
Kepler-868 b,Kepler-868,Transit,2016,5.0325,2.05,nan,nan,5614.0,1593.13
Kepler-869 b,Kepler-869,Transit,2016,40.4288,3.61,nan,nan,5664.0,939.455
Kepler-870 b,Kepler-870,Transit,2016,21.3588,2.78,nan,nan,5857.0,1259.46
Kepler-871 b,Kepler-871,Transit,2016,22.0459,3.74,nan,nan,5993.0,1976.05
Kepler-872 b,Kepler-872,Transit,2016,2.5789,1.99,nan,nan,5902.0,879.683
Kepler-873 b,Kepler-873,Transit,2016,20.5534,3.75,nan,nan,6163.0,1182.22
Kepler-874 b,Kepler-874,Transit,2016,40.0687,3.94,nan,nan,6020.0,1082.16
Kepler-875 b,Kepler-875,Transit,2016,27.5074,2.9,nan,nan,5958.0,1242.62
Kepler-876 b,Kepler-876,Transit,2016,5.1444,1.43,nan,nan,5060.0,820.913
Kepler-877 b,Kepler-877,Transit,2016,18.4585,2.12,nan,nan,5261.0,602.176
Kepler-878 b,Kepler-878,Transit,2016,25.9422,1.93,nan,nan,5044.0,791.625
Kepler-879 b,Kepler-879,Transit,2016,33.3856,2.57,nan,nan,5792.0,802.672
Kepler-880 b,Kepler-880,Transit,2016,7.7147,2.66,nan,nan,6761.0,601.324
